17.67,11.33
17.72,11.69
17.79,12.12
17.87,12.57
17.94,13
18.02,13.43
18.09,13.88
18.16,14.31
18.24,14.75
18.29,15.14
18.35,15.48
18.42,15.91
18.5,16.35
18.57,16.8
18.64,17.25
18.72,17.69
18.78,18.08
18.83,18.4
18.91,18.85
19,19.34
19.14,19.79
19.55,19.85
19.93,19.85
20.33,19.84
20.74,19.84
21.11,19.84
21.52,19.83
21.94,19.83
22.43,19.75
22.63,19.29
22.73,18.81
22.8,18.42
22.88,18.01
22.96,17.61
23.03,17.24
23.11,16.82
23.19,16.43
23.26,16.06
23.34,15.64
23.42,15.25
23.49,14.88
23.68,14.51
23.72,14.19
23.95,15.08
24.06,15.55
24.17,15.96
24.3,16.51
24.41,16.94
24.54,17.39
24.65,17.81
24.74,18.18
24.85,18.58
24.96,18.97
25.05,19.36
25.26,19.72
25.73,19.79
26.15,19.78
26.61,19.78
27.02,19.77
27.39,19.77
27.8,19.77
28.22,19.76
28.59,19.61
28.67,19.15
28.69,18.73
28.76,18.24
28.82,17.77
28.86,17.31
28.93,16.76
28.99,16.19
29.06,15.61
29.12,15.11
29.15,14.66
29.23,14.12
29.29,13.56
29.35,12.97
29.42,12.49
29.45,12.02
29.52,11.48
29.59,10.89
29.65,10.32
29.72,9.72
29.81,9.05
29.5,8.88
29.12,8.87
28.71,8.88
28.26,8.88
27.84,8.88
27.43,8.89
27.04,8.89
26.61,8.94
26.53,9.48
26.5,10.07
26.47,10.65
26.44,11.25
26.41,11.82
26.39,12.45
26.35,12.89
26.34,13.28
26.34,13.71
26.25,14.72
25.89,13.6
25.77,13.19
25.67,12.81
25.57,12.45
25.45,12.05
25.34,11.64
25.23,11.25
25.09,10.85
24.97,10.38
24.83,9.97
24.72,9.58
24.59,9.18
24.32,8.91
23.91,8.91
23.43,8.91
23.04,8.92
22.56,9
22.41,9.37
22.31,9.8
22.21,10.22
22.11,10.65
22.01,11.14
21.89,11.57
21.81,11.96
21.72,12.38
21.62,12.81
21.52,13.23
21.42,13.7
21.12,13.81
21.03,13.34
20.98,12.81
20.9,12.27
20.86,11.78
20.8,11.24
20.74,10.76
20.7,10.25
20.62,9.6
20.53,9.04
20.15,8.97
19.74,8.97
19.34,8.97
18.96,8.98
18.55,8.98
18.15,8.99
17.77,8.99
17.34,9.07
